,Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
66493,495331,21936,RED/WHITE SPOT PICNIC BAG,1,2010-01-22 16:28:00,2.95,17799.0,United Kingdom
66500,495331,21936,RED/WHITE SPOT PICNIC BAG,2,2010-01-22 16:28:00,2.95,17799.0,United Kingdom
66502,495331,84992,72 SWEETHEART FAIRY CAKE CASES,1,2010-01-22 16:28:00,0.55,17799.0,United Kingdom
66512,495331,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,1,2010-01-22 16:28:00,2.1,17799.0,United Kingdom
66513,495331,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,3,2010-01-22 16:28:00,2.1,17799.0,United Kingdom
66521,495331,17164D,ASS COL SMALL SAND FROG P'WEIGHT,5,2010-01-22 16:28:00,0.42,17799.0,United Kingdom
66526,495331,17164D,ASS COL SMALL SAND FROG P'WEIGHT,3,2010-01-22 16:28:00,0.42,17799.0,United Kingdom
66534,495331,84992,72 SWEETHEART FAIRY CAKE CASES,5,2010-01-22 16:28:00,0.55,17799.0,United Kingdom
66543,495331,21034,REX CASH+CARRY JUMBO SHOPPER,10,2010-01-22 16:28:00,0.95,17799.0,United Kingdom
66559,495331,20680,PINK FLOWERS CHILDS UMBRELLA,1,2010-01-22 16:28:00,3.25,17799.0,United Kingdom
66563,495331,20680,PINK FLOWERS CHILDS UMBRELLA,2,2010-01-22 16:28:00,3.25,17799.0,United Kingdom
66582,495340,21866,UNION JACK FLAG LUGGAGE TAG,3,2010-01-22 17:31:00,1.25,14031.0,United Kingdom
66584,495340,21866,UNION JACK FLAG LUGGAGE TAG,3,2010-01-22 17:31:00,1.25,14031.0,United Kingdom
66633,495343,21576,LETS GO SHOPPING COTTON TOTE BAG,1,2010-01-22 18:05:00,2.51,,United Kingdom
66635,495343,21576,LETS GO SHOPPING COTTON TOTE BAG,1,2010-01-22 18:05:00,5.06,,United Kingdom
66742,495343,70006,LOVE HEART POCKET WARMER,2,2010-01-22 18:05:00,3.36,,United Kingdom
66780,495343,70006,LOVE HEART POCKET WARMER,1,2010-01-22 18:05:00,1.66,,United Kingdom
66843,495347,21041,RED SPOTTY OVEN GLOVE DOUBLE,6,2010-01-24 10:40:00,2.95,17920.0,United Kingdom
66845,495347,21041,RED SPOTTY OVEN GLOVE DOUBLE,12,2010-01-24 10:40:00,2.95,17920.0,United Kingdom
66900,495351,20829,GLITTER HANGING BUTTERFLY STRING,1,2010-01-24 11:03:00,2.1,17618.0,United Kingdom
66902,495351,20829,GLITTER HANGING BUTTERFLY STRING,7,2010-01-24 11:03:00,2.1,17618.0,United Kingdom
66909,495352,22056,CERAMIC PLATE LOVE HEART DESIGN,4,2010-01-24 11:15:00,1.49,17335.0,United Kingdom
66910,495352,22060,LARGE CAKE STAND HANGING HEARTS,1,2010-01-24 11:15:00,9.95,17335.0,United Kingdom
66915,495352,21440,12 MINI TOADSTOOL PEGS,1,2010-01-24 11:15:00,1.25,17335.0,United Kingdom
66920,495352,22202,MILK PAN PINK RETROSPOT,1,2010-01-24 11:15:00,3.75,17335.0,United Kingdom
66923,495352,21440,12 MINI TOADSTOOL PEGS,1,2010-01-24 11:15:00,1.25,17335.0,United Kingdom
66924,495352,22060,LARGE CAKE STAND HANGING HEARTS,2,2010-01-24 11:15:00,9.95,17335.0,United Kingdom
66926,495352,22202,MILK PAN PINK RETROSPOT,1,2010-01-24 11:15:00,3.75,17335.0,United Kingdom
66930,495352,22056,CERAMIC PLATE LOVE HEART DESIGN,4,2010-01-24 11:15:00,1.49,17335.0,United Kingdom
66938,495353,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,1,2010-01-24 11:21:00,2.1,17780.0,United Kingdom
66940,495353,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,1,2010-01-24 11:21:00,2.1,17780.0,United Kingdom
66950,495353,21755,LOVE BUILDING BLOCK WORD,1,2010-01-24 11:21:00,5.95,17780.0,United Kingdom
66953,495353,22207,FRYING PAN UNION FLAG,1,2010-01-24 11:21:00,4.25,17780.0,United Kingdom
66956,495353,22207,FRYING PAN UNION FLAG,1,2010-01-24 11:21:00,4.25,17780.0,United Kingdom
66957,495353,21755,LOVE BUILDING BLOCK WORD,2,2010-01-24 11:21:00,5.95,17780.0,United Kingdom
67140,495362,85206B,PINK FELT EASTER EGG BASKET,3,2010-01-24 12:12:00,1.65,15727.0,United Kingdom
67141,495362,85206B,PINK FELT EASTER EGG BASKET,3,2010-01-24 12:12:00,1.65,15727.0,United Kingdom
67162,495362,21671,RED SPOT CERAMIC DRAWER KNOB,6,2010-01-24 12:12:00,1.25,15727.0,United Kingdom
67163,495362,35004C,SET OF 3 COLOURED  FLYING DUCKS,1,2010-01-24 12:12:00,5.45,15727.0,United Kingdom
67164,495362,35004C,SET OF 3 COLOURED  FLYING DUCKS,1,2010-01-24 12:12:00,5.45,15727.0,United Kingdom
67166,495362,21671,RED SPOT CERAMIC DRAWER KNOB,6,2010-01-24 12:12:00,1.25,15727.0,United Kingdom
67232,495365,21260,FIRST AID TIN,1,2010-01-24 12:15:00,3.25,14701.0,United Kingdom
67236,495365,21908,CHOCOLATE THIS WAY METAL SIGN,1,2010-01-24 12:15:00,2.1,14701.0,United Kingdom
67239,495365,21908,CHOCOLATE THIS WAY METAL SIGN,1,2010-01-24 12:15:00,2.1,14701.0,United Kingdom
67247,495365,22125,UNION JACK HOT WATER BOTTLE ,1,2010-01-24 12:15:00,5.95,14701.0,United Kingdom
67251,495365,22125,UNION JACK HOT WATER BOTTLE ,1,2010-01-24 12:15:00,5.95,14701.0,United Kingdom
67255,495365,22358,KINGS CHOICE TEA CADDY ,2,2010-01-24 12:15:00,2.95,14701.0,United Kingdom
67257,495365,21115,ROSE CARAVAN DOORSTOP,1,2010-01-24 12:15:00,6.75,14701.0,United Kingdom
67261,495365,21407,BROWN CHECK CAT DOORSTOP ,1,2010-01-24 12:15:00,4.25,14701.0,United Kingdom
67263,495365,21115,ROSE CARAVAN DOORSTOP,1,2010-01-24 12:15:00,6.75,14701.0,United Kingdom
67264,495365,21407,BROWN CHECK CAT DOORSTOP ,1,2010-01-24 12:15:00,4.25,14701.0,United Kingdom
67267,495365,21955,  DOORMAT UNION JACK GUNS AND ROSES,1,2010-01-24 12:15:00,6.75,14701.0,United Kingdom
67281,495365,21260,FIRST AID TIN,1,2010-01-24 12:15:00,3.25,14701.0,United Kingdom
67284,495365,21955,  DOORMAT UNION JACK GUNS AND ROSES,1,2010-01-24 12:15:00,6.75,14701.0,United Kingdom
67297,495365,22358,KINGS CHOICE TEA CADDY ,1,2010-01-24 12:15:00,2.95,14701.0,United Kingdom
67331,495366,21535,RETRO SPOT SMALL MILK JUG,1,2010-01-24 12:21:00,2.55,16255.0,United Kingdom
67332,495366,21535,RETRO SPOT SMALL MILK JUG,2,2010-01-24 12:21:00,2.55,16255.0,United Kingdom
67343,495367,21534,DAIRY MAID LARGE MILK JUG,1,2010-01-24 12:27:00,4.95,14070.0,United Kingdom
67346,495367,72484,ROSES IN WHITE HEART CANDLE ,2,2010-01-24 12:27:00,1.25,14070.0,United Kingdom
67349,495367,21534,DAIRY MAID LARGE MILK JUG,1,2010-01-24 12:27:00,4.95,14070.0,United Kingdom
67378,495367,72484,ROSES IN WHITE HEART CANDLE ,1,2010-01-24 12:27:00,1.25,14070.0,United Kingdom
67403,495369,85197,SET OF 12 MINI BUNNIES IN A BUCKET,1,2010-01-24 12:31:00,2.1,13527.0,United Kingdom
67404,495369,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2010-01-24 12:31:00,7.95,13527.0,United Kingdom
67407,495369,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2010-01-24 12:31:00,5.95,13527.0,United Kingdom
67413,495369,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2010-01-24 12:31:00,5.95,13527.0,United Kingdom
67414,495369,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2010-01-24 12:31:00,7.95,13527.0,United Kingdom
67415,495369,85197,SET OF 12 MINI BUNNIES IN A BUCKET,1,2010-01-24 12:31:00,2.1,13527.0,United Kingdom
67481,495372,22150, 3 STRIPEY MICE FELTCRAFT,1,2010-01-24 12:58:00,1.95,14396.0,United Kingdom
67484,495372,22150, 3 STRIPEY MICE FELTCRAFT,1,2010-01-24 12:58:00,1.95,14396.0,United Kingdom
67524,495376,21550,CERAMIC BIRDHOUSE CRESTED TIT LARGE,2,2010-01-24 13:24:00,5.95,15581.0,United Kingdom
67525,495376,21550,CERAMIC BIRDHOUSE CRESTED TIT LARGE,1,2010-01-24 13:24:00,5.95,15581.0,United Kingdom
67566,495379,22196,SMALL HEART MEASURING SPOONS,1,2010-01-24 13:46:00,0.85,17611.0,United Kingdom
67585,495379,20751,FUNKY WASHING UP GLOVES ASSORTED,2,2010-01-24 13:46:00,2.1,17611.0,United Kingdom
67586,495379,20751,FUNKY WASHING UP GLOVES ASSORTED,2,2010-01-24 13:46:00,2.1,17611.0,United Kingdom
67587,495379,20751,FUNKY WASHING UP GLOVES ASSORTED,2,2010-01-24 13:46:00,2.1,17611.0,United Kingdom
67588,495379,22196,SMALL HEART MEASURING SPOONS,2,2010-01-24 13:46:00,0.85,17611.0,United Kingdom
67595,495379,84992,72 SWEETHEART FAIRY CAKE CASES,1,2010-01-24 13:46:00,0.55,17611.0,United Kingdom
67604,495379,21775,DECORATIVE FLORE BATHROOM BOTTLE,1,2010-01-24 13:46:00,1.25,17611.0,United Kingdom
67606,495379,21775,DECORATIVE FLORE BATHROOM BOTTLE,2,2010-01-24 13:46:00,1.25,17611.0,United Kingdom
67610,495379,84992,72 SWEETHEART FAIRY CAKE CASES,5,2010-01-24 13:46:00,0.55,17611.0,United Kingdom
67679,495383,22053,EMPIRE DESIGN ROSETTE,1,2010-01-24 14:19:00,1.25,17141.0,United Kingdom
67692,495383,21076,SET/20 COLLAGE PAPER NAPKIN ,1,2010-01-24 14:19:00,0.85,17141.0,United Kingdom
67699,495383,21590,KINGS CHOICE CIGAR BOX MATCHES ,1,2010-01-24 14:19:00,1.25,17141.0,United Kingdom
67700,495383,22053,EMPIRE DESIGN ROSETTE,1,2010-01-24 14:19:00,1.25,17141.0,United Kingdom
67705,495383,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,1,2010-01-24 14:19:00,1.25,17141.0,United Kingdom
67715,495383,22091,EMPIRE TISSUE BOX,1,2010-01-24 14:19:00,1.25,17141.0,United Kingdom
67723,495383,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,1,2010-01-24 14:19:00,1.25,17141.0,United Kingdom
67725,495383,21590,KINGS CHOICE CIGAR BOX MATCHES ,3,2010-01-24 14:19:00,1.25,17141.0,United Kingdom
67729,495383,22091,EMPIRE TISSUE BOX,1,2010-01-24 14:19:00,1.25,17141.0,United Kingdom
67731,495383,21076,SET/20 COLLAGE PAPER NAPKIN ,1,2010-01-24 14:19:00,0.85,17141.0,United Kingdom
67732,495383,22053,EMPIRE DESIGN ROSETTE,1,2010-01-24 14:19:00,1.25,17141.0,United Kingdom
67803,495389,20702,PINK PADDED MOBILE,1,2010-01-24 15:14:00,4.25,14044.0,United Kingdom
67805,495389,22317,FIVE CATS HANGING DECORATION,1,2010-01-24 15:14:00,2.95,14044.0,United Kingdom
67810,495389,20702,PINK PADDED MOBILE,1,2010-01-24 15:14:00,4.25,14044.0,United Kingdom
67836,495389,37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,1,2010-01-24 15:14:00,1.95,14044.0,United Kingdom
67841,495389,22059,CERAMIC STRWBERRY DESIGN MUG,1,2010-01-24 15:14:00,1.49,14044.0,United Kingdom
67842,495389,37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,1,2010-01-24 15:14:00,1.95,14044.0,United Kingdom
67843,495389,22059,CERAMIC STRWBERRY DESIGN MUG,1,2010-01-24 15:14:00,1.49,14044.0,United Kingdom
67875,495389,84971L,LARGE HEART FLOWERS HOOK   ,1,2010-01-24 15:14:00,1.25,14044.0,United Kingdom
67879,495389,84971L,LARGE HEART FLOWERS HOOK   ,1,2010-01-24 15:14:00,1.25,14044.0,United Kingdom
67880,495389,22317,FIVE CATS HANGING DECORATION,2,2010-01-24 15:14:00,2.95,14044.0,United Kingdom
67953,495393,22219,LOVEBIRD HANGING DECORATION WHITE ,9,2010-01-24 15:42:00,0.85,15483.0,United Kingdom
67964,495393,22261,FELT EGG COSY WHITE RABBIT ,2,2010-01-24 15:42:00,0.85,15483.0,United Kingdom
67965,495393,22262,FELT EGG COSY CHICKEN,1,2010-01-24 15:42:00,0.85,15483.0,United Kingdom
67970,495393,79191C,RETRO PLASTIC ELEPHANT TRAY,3,2010-01-24 15:42:00,0.85,15483.0,United Kingdom
67971,495393,22262,FELT EGG COSY CHICKEN,1,2010-01-24 15:42:00,0.85,15483.0,United Kingdom
67973,495393,84990,60 GOLD AND SILVER FAIRY CAKE CASES,1,2010-01-24 15:42:00,0.55,15483.0,United Kingdom
67976,495393,22219,LOVEBIRD HANGING DECORATION WHITE ,2,2010-01-24 15:42:00,0.85,15483.0,United Kingdom
67978,495393,85169A,IVORY LOVE BIRD CANDLE,1,2010-01-24 15:42:00,1.25,15483.0,United Kingdom
67983,495393,22261,FELT EGG COSY WHITE RABBIT ,1,2010-01-24 15:42:00,0.85,15483.0,United Kingdom
67988,495393,22149,FELTCRAFT 6 FLOWER FRIENDS,2,2010-01-24 15:42:00,2.1,15483.0,United Kingdom
67990,495393,22148,EASTER CRAFT 4 CHICKS ,1,2010-01-24 15:42:00,1.95,15483.0,United Kingdom
67991,495393,22219,LOVEBIRD HANGING DECORATION WHITE ,2,2010-01-24 15:42:00,0.85,15483.0,United Kingdom
67992,495393,22262,FELT EGG COSY CHICKEN,1,2010-01-24 15:42:00,0.85,15483.0,United Kingdom
67993,495393,79191C,RETRO PLASTIC ELEPHANT TRAY,3,2010-01-24 15:42:00,0.85,15483.0,United Kingdom
67994,495393,84990,60 GOLD AND SILVER FAIRY CAKE CASES,1,2010-01-24 15:42:00,0.55,15483.0,United Kingdom
67996,495393,85169A,IVORY LOVE BIRD CANDLE,2,2010-01-24 15:42:00,1.25,15483.0,United Kingdom
67997,495393,20971,PINK BLUE FELT CRAFT TRINKET BOX,1,2010-01-24 15:42:00,1.25,15483.0,United Kingdom
68000,495393,21327,SKULLS WRITING SET ,1,2010-01-24 15:42:00,1.65,15483.0,United Kingdom
68002,495393,20971,PINK BLUE FELT CRAFT TRINKET BOX,1,2010-01-24 15:42:00,1.25,15483.0,United Kingdom
68003,495393,22122,SET OF 2 FANCY FONT TEA TOWELS,1,2010-01-24 15:42:00,2.95,15483.0,United Kingdom
68004,495393,21544,SKULLS  WATER TRANSFER TATTOOS ,1,2010-01-24 15:42:00,0.85,15483.0,United Kingdom
68005,495393,21542,WOODLAND WATER TRANSFER TATTOOS ,1,2010-01-24 15:42:00,0.85,15483.0,United Kingdom
68007,495393,85169A,IVORY LOVE BIRD CANDLE,1,2010-01-24 15:42:00,1.25,15483.0,United Kingdom
68009,495393,21327,SKULLS WRITING SET ,2,2010-01-24 15:42:00,1.65,15483.0,United Kingdom
68010,495393,22122,SET OF 2 FANCY FONT TEA TOWELS,2,2010-01-24 15:42:00,2.95,15483.0,United Kingdom
68011,495393,21542,WOODLAND WATER TRANSFER TATTOOS ,2,2010-01-24 15:42:00,0.85,15483.0,United Kingdom
68012,495393,21544,SKULLS  WATER TRANSFER TATTOOS ,3,2010-01-24 15:42:00,0.85,15483.0,United Kingdom
68014,495393,22148,EASTER CRAFT 4 CHICKS ,1,2010-01-24 15:42:00,1.95,15483.0,United Kingdom
68015,495393,22149,FELTCRAFT 6 FLOWER FRIENDS,2,2010-01-24 15:42:00,2.1,15483.0,United Kingdom
68464,495409,85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,1,2010-01-25 10:26:00,1.65,17810.0,United Kingdom
68468,495409,85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,1,2010-01-25 10:26:00,1.65,17810.0,United Kingdom
68478,495409,85099B,JUMBO BAG RED WHITE SPOTTY ,1,2010-01-25 10:26:00,1.95,17810.0,United Kingdom
68479,495409,85099B,JUMBO BAG RED WHITE SPOTTY ,2,2010-01-25 10:26:00,1.95,17810.0,United Kingdom
68482,495409,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-01-25 10:26:00,2.95,17810.0,United Kingdom
68492,495409,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2010-01-25 10:26:00,2.95,17810.0,United Kingdom
68514,495414,20914,SET/5 RED SPOTTY LID GLASS BOWLS,1,2010-01-25 11:18:00,2.95,14519.0,United Kingdom
68517,495414,20914,SET/5 RED SPOTTY LID GLASS BOWLS,1,2010-01-25 11:18:00,2.95,14519.0,United Kingdom
68573,495443,40018F,CHERRY DESIGN PAPERLANTERNS,1,2010-01-25 11:53:00,1.95,,United Kingdom
68574,495443,84029E,RED WOOLLY HOTTIE WHITE HEART.,3,2010-01-25 11:53:00,3.75,,United Kingdom
68579,495443,85185C,COW  SOCK PUPPET,1,2010-01-25 11:53:00,2.95,,United Kingdom
68585,495443,21034,REX CASH+CARRY JUMBO SHOPPER,1,2010-01-25 11:53:00,0.95,,United Kingdom
68586,495443,84029E,RED WOOLLY HOTTIE WHITE HEART.,5,2010-01-25 11:53:00,3.75,,United Kingdom
68592,495443,21190,PINK HEARTS PAPER GARLAND,1,2010-01-25 11:53:00,1.65,,United Kingdom
68594,495443,21078,SET/20 STRAWBERRY PAPER NAPKINS ,1,2010-01-25 11:53:00,0.85,,United Kingdom
68595,495443,20751,FUNKY WASHING UP GLOVES ASSORTED,1,2010-01-25 11:53:00,2.1,,United Kingdom
68596,495443,20751,FUNKY WASHING UP GLOVES ASSORTED,2,2010-01-25 11:53:00,2.1,,United Kingdom
68601,495443,84978,HANGING HEART JAR T-LIGHT HOLDER,6,2010-01-25 11:53:00,1.25,,United Kingdom
68602,495443,40018F,CHERRY DESIGN PAPERLANTERNS,5,2010-01-25 11:53:00,1.95,,United Kingdom
68604,495443,84978,HANGING HEART JAR T-LIGHT HOLDER,6,2010-01-25 11:53:00,1.25,,United Kingdom
68607,495443,21190,PINK HEARTS PAPER GARLAND,2,2010-01-25 11:53:00,1.65,,United Kingdom
68608,495443,20914,SET/5 RED SPOTTY LID GLASS BOWLS,1,2010-01-25 11:53:00,2.95,,United Kingdom
68609,495443,22302,COFFEE MUG PEARS  DESIGN,18,2010-01-25 11:53:00,2.55,,United Kingdom
68610,495443,22300,COFFEE MUG DOG + BALL DESIGN,6,2010-01-25 11:53:00,2.55,,United Kingdom
68613,495443,20914,SET/5 RED SPOTTY LID GLASS BOWLS,4,2010-01-25 11:53:00,2.95,,United Kingdom
68614,495443,21078,SET/20 STRAWBERRY PAPER NAPKINS ,4,2010-01-25 11:53:00,0.85,,United Kingdom
68618,495443,21034,REX CASH+CARRY JUMBO SHOPPER,2,2010-01-25 11:53:00,0.95,,United Kingdom
68621,495443,22302,COFFEE MUG PEARS  DESIGN,6,2010-01-25 11:53:00,2.55,,United Kingdom
68622,495443,22300,COFFEE MUG DOG + BALL DESIGN,6,2010-01-25 11:53:00,2.55,,United Kingdom
68629,495443,85185C,COW  SOCK PUPPET,3,2010-01-25 11:53:00,2.95,,United Kingdom
68752,495501,21625,VINTAGE UNION JACK APRON,1,2010-01-25 12:33:00,6.95,15719.0,United Kingdom
68755,495501,21625,VINTAGE UNION JACK APRON,1,2010-01-25 12:33:00,6.95,15719.0,United Kingdom
68847,495504,22261,FELT EGG COSY WHITE RABBIT ,1,2010-01-25 13:14:00,0.85,16795.0,United Kingdom
68849,495504,22249,DECORATION WHITE CHICK MAGIC GARDEN,1,2010-01-25 13:14:00,0.85,16795.0,United Kingdom
68851,495504,84539,KNITTED RABBIT DOLL ,1,2010-01-25 13:14:00,1.65,16795.0,United Kingdom
68855,495504,22249,DECORATION WHITE CHICK MAGIC GARDEN,1,2010-01-25 13:14:00,0.85,16795.0,United Kingdom
68870,495504,21837,CROSS STITCH ALPHABET CUSHION COVER,1,2010-01-25 13:14:00,5.95,16795.0,United Kingdom
68877,495504,22290,STANDING METAL RABBIT WITH EGG,1,2010-01-25 13:14:00,2.1,16795.0,United Kingdom
68879,495504,22290,STANDING METAL RABBIT WITH EGG,3,2010-01-25 13:14:00,2.1,16795.0,United Kingdom
68880,495504,84988,SET OF 72 PINK HEART PAPER DOILIES,1,2010-01-25 13:14:00,1.45,16795.0,United Kingdom
68882,495504,84988,SET OF 72 PINK HEART PAPER DOILIES,4,2010-01-25 13:14:00,1.45,16795.0,United Kingdom
68890,495504,85197,SET OF 12 MINI BUNNIES IN A BUCKET,3,2010-01-25 13:14:00,2.1,16795.0,United Kingdom
68893,495504,84539,KNITTED RABBIT DOLL ,2,2010-01-25 13:14:00,1.65,16795.0,United Kingdom
68915,495504,22318,FIVE HEART HANGING DECORATION,2,2010-01-25 13:14:00,2.95,16795.0,United Kingdom
68922,495504,21837,CROSS STITCH ALPHABET CUSHION COVER,1,2010-01-25 13:14:00,5.95,16795.0,United Kingdom
68928,495504,22258,FELT FARM ANIMAL RABBIT,1,2010-01-25 13:14:00,1.25,16795.0,United Kingdom
68931,495504,22258,FELT FARM ANIMAL RABBIT,1,2010-01-25 13:14:00,1.25,16795.0,United Kingdom
68932,495504,22261,FELT EGG COSY WHITE RABBIT ,1,2010-01-25 13:14:00,0.85,16795.0,United Kingdom
68939,495504,22318,FIVE HEART HANGING DECORATION,4,2010-01-25 13:14:00,2.95,16795.0,United Kingdom
68948,495504,22258,FELT FARM ANIMAL RABBIT,1,2010-01-25 13:14:00,1.25,16795.0,United Kingdom
68959,495504,85197,SET OF 12 MINI BUNNIES IN A BUCKET,1,2010-01-25 13:14:00,2.1,16795.0,United Kingdom
69216,495529,22131,FOOD CONTAINER SET 3 LOVE HEART ,1,2010-01-25 15:07:00,1.95,17610.0,United Kingdom
69217,495529,37464,ROBOT MUG IN DISPLAY BOX,2,2010-01-25 15:07:00,1.25,17610.0,United Kingdom
69233,495529,22058,CERAMIC LOVE HEARTS DESIGN MUG,1,2010-01-25 15:07:00,1.49,17610.0,United Kingdom
69241,495529,22058,CERAMIC LOVE HEARTS DESIGN MUG,2,2010-01-25 15:07:00,1.49,17610.0,United Kingdom
69242,495529,37464,ROBOT MUG IN DISPLAY BOX,1,2010-01-25 15:07:00,1.25,17610.0,United Kingdom
69251,495529,22131,FOOD CONTAINER SET 3 LOVE HEART ,3,2010-01-25 15:07:00,1.95,17610.0,United Kingdom
69320,495531,21657,MILK BOTTLE WITH GLASS STOPPER ,1,2010-01-25 15:23:00,6.95,14606.0,United Kingdom
69327,495531,21657,MILK BOTTLE WITH GLASS STOPPER ,1,2010-01-25 15:23:00,6.95,14606.0,United Kingdom
69343,495531,21746,SMALL RED SPOT  WINDMILL,1,2010-01-25 15:23:00,1.25,14606.0,United Kingdom
69358,495531,21746,SMALL RED SPOT  WINDMILL,2,2010-01-25 15:23:00,1.25,14606.0,United Kingdom
69362,495533,75013B,"STRING OF 8 BUTTERFLIES,PINK",3,2010-01-25 15:36:00,1.65,14376.0,United Kingdom
69368,495533,75013B,"STRING OF 8 BUTTERFLIES,PINK",1,2010-01-25 15:36:00,1.65,14376.0,United Kingdom
69514,495546,22074,6 RIBBONS SHIMMERING PINKS ,6,2010-01-25 15:54:00,1.65,13206.0,United Kingdom
69532,495546,22074,6 RIBBONS SHIMMERING PINKS ,2,2010-01-25 15:54:00,1.65,13206.0,United Kingdom
69619,C495552,M,Manual,-144,2010-01-25 16:22:00,0.35,13206.0,United Kingdom
69620,C495552,M,Manual,-132,2010-01-25 16:22:00,0.35,13206.0,United Kingdom
69900,C495585,22064,PINK DOUGHNUT TRINKET POT ,-4,2010-01-26 10:17:00,1.65,18223.0,United Kingdom
69905,C495585,22064,PINK DOUGHNUT TRINKET POT ,-1,2010-01-26 10:17:00,1.65,18223.0,United Kingdom
69962,495591,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2010-01-26 10:25:00,0.42,14646.0,Netherlands
69976,495591,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,72,2010-01-26 10:25:00,0.36,14646.0,Netherlands
70062,495633,21539,RETRO SPOTS BUTTER DISH,3,2010-01-26 10:48:00,4.95,15039.0,United Kingdom
70068,495633,21539,RETRO SPOTS BUTTER DISH,2,2010-01-26 10:48:00,4.95,15039.0,United Kingdom
70123,495678,85174,S/4 CACTI CANDLES,2,2010-01-26 11:33:00,4.95,15218.0,United Kingdom
70127,495678,85174,S/4 CACTI CANDLES,1,2010-01-26 11:33:00,4.95,15218.0,United Kingdom
70282,495686,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2010-01-26 12:10:00,5.95,15044.0,United Kingdom
70284,495686,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2010-01-26 12:10:00,5.95,15044.0,United Kingdom
70286,495686,21541,DINOSAURS WATER TRANSFER TATTOOS ,1,2010-01-26 12:10:00,0.85,15044.0,United Kingdom
70300,495686,21541,DINOSAURS WATER TRANSFER TATTOOS ,6,2010-01-26 12:10:00,0.85,15044.0,United Kingdom
70389,495698,21355,TOAST ITS - I LOVE YOU ,1,2010-01-26 12:30:00,1.25,,United Kingdom
70405,495698,21355,TOAST ITS - I LOVE YOU ,8,2010-01-26 12:30:00,1.25,,United Kingdom
70525,495706,22147,FELTCRAFT BUTTERFLY HEARTS,1,2010-01-26 13:04:00,1.45,15003.0,United Kingdom
70527,495706,22147,FELTCRAFT BUTTERFLY HEARTS,1,2010-01-26 13:04:00,1.45,15003.0,United Kingdom
70528,495706,70006,LOVE HEART POCKET WARMER,1,2010-01-26 13:04:00,1.65,15003.0,United Kingdom
70530,495706,22268,EASTER DECORATION SITTING BUNNY,1,2010-01-26 13:04:00,0.85,15003.0,United Kingdom
70531,495706,22247,BUNNY DECORATION MAGIC GARDEN,1,2010-01-26 13:04:00,0.85,15003.0,United Kingdom
70532,495706,22287,"DECORATION , WOBBLY CHICKEN, METAL ",1,2010-01-26 13:04:00,1.65,15003.0,United Kingdom
70533,495706,22251,BIRDHOUSE DECORATION MAGIC GARDEN,1,2010-01-26 13:04:00,1.25,15003.0,United Kingdom
70535,495706,22251,BIRDHOUSE DECORATION MAGIC GARDEN,1,2010-01-26 13:04:00,1.25,15003.0,United Kingdom
70538,495706,22267,EASTER DECORATION EGG BUNNY ,1,2010-01-26 13:04:00,1.25,15003.0,United Kingdom
70539,495706,22268,EASTER DECORATION SITTING BUNNY,1,2010-01-26 13:04:00,0.85,15003.0,United Kingdom
70546,495706,21811,CHRISTMAS HANGING HEART WITH BELL,1,2010-01-26 13:04:00,1.25,15003.0,United Kingdom
70548,495706,22287,"DECORATION , WOBBLY CHICKEN, METAL ",1,2010-01-26 13:04:00,1.65,15003.0,United Kingdom
70549,495706,21811,CHRISTMAS HANGING HEART WITH BELL,1,2010-01-26 13:04:00,1.25,15003.0,United Kingdom
70550,495706,22267,EASTER DECORATION EGG BUNNY ,1,2010-01-26 13:04:00,1.25,15003.0,United Kingdom
70552,495706,22247,BUNNY DECORATION MAGIC GARDEN,1,2010-01-26 13:04:00,0.85,15003.0,United Kingdom
70558,495706,70006,LOVE HEART POCKET WARMER,1,2010-01-26 13:04:00,1.65,15003.0,United Kingdom
70644,495711,21188,3D HEARTS  HONEYCOMB PAPER GARLAND,3,2010-01-26 13:40:00,2.95,13097.0,United Kingdom
70645,495711,21201,TROPICAL  HONEYCOMB PAPER GARLAND ,1,2010-01-26 13:40:00,2.55,13097.0,United Kingdom
70646,495711,21259,VICTORIAN SEWING BOX SMALL ,1,2010-01-26 13:40:00,5.95,13097.0,United Kingdom
