Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,invalid_flag
,84845D,Geranium Square Handy Tin,1,2009-12-06 13:10:00,1.25,14546.0,UNITED KINGDOM,0
,84845A,Hollyhock Square Handy Tin,1,2009-12-06 13:10:00,1.25,14546.0,UNITED KINGDOM,0
C490492,90121B,Vintage Rose Bead Bracelet Blue,-3,2009-12-06 13:20:00,4.25,15751.0,UNITED KINGDOM,0
,84206A,3 Black Cats W Hearts Blank Card,1,2009-12-06 13:29:00,0.19,17561.0,UNITED KINGDOM,0
,84206C,Champagne Tray Blank Card,1,2009-12-06 13:29:00,0.19,17561.0,UNITED KINGDOM,0
,84201B,Happy Birthday Card Stripey Teddy,3,2009-12-06 13:29:00,0.19,17561.0,UNITED KINGDOM,0
,90152B,Blue/Green Shell Necklace W Pendant,1,2009-12-06 13:29:00,5.95,17561.0,UNITED KINGDOM,0
C490495,84968B,S/16 Vintage Ivory Cutlery,-1,2009-12-06 13:38:00,12.75,17848.0,UNITED KINGDOM,0
,90060F,Fire Polished Glass Neckl Green,8,2009-12-06 13:40:00,5.95,15547.0,UNITED KINGDOM,0
,90060C,Fire Polished Glass Neckl Silver,5,2009-12-06 13:40:00,5.95,15547.0,UNITED KINGDOM,0
,90060D,Fire Polished Glass Neckl Bronze,5,2009-12-06 13:40:00,5.95,15547.0,UNITED KINGDOM,0
C490497,,White Beaded Garland String 20Light,-1,2009-12-06 13:41:00,6.35,17969.0,UNITED KINGDOM,0
C490498,,English Rose Mug In Gift Box,-1,2009-12-06 13:43:00,2.55,15547.0,UNITED KINGDOM,0
,84795A,Pastel Stripe Hammock,1,2009-12-06 13:53:00,7.95,17969.0,UNITED KINGDOM,0
,35909B,Pink Flowers Rabbit Easter,1,2009-12-06 13:53:00,2.95,17969.0,UNITED KINGDOM,0
,35833P,4 Pink Flock Christmas Balls,3,2009-12-06 14:03:00,3.95,15311.0,UNITED KINGDOM,0
,35833G,4 Gold Flock Christmas Balls,3,2009-12-06 14:03:00,3.95,15311.0,UNITED KINGDOM,0
,84795B,Sunset Check Hammock,1,2009-12-06 14:03:00,7.95,15311.0,UNITED KINGDOM,0
,84952A,Clear Love Bird T-Light Holder,1,2009-12-06 14:10:00,3.75,17916.0,UNITED KINGDOM,0
,17091F,Sandalwood Incense In Tin,2,2009-12-06 14:10:00,1.25,17916.0,UNITED KINGDOM,0
,17091B,Jasmine Tea Incense In Tin,1,2009-12-06 14:10:00,1.25,17916.0,UNITED KINGDOM,0
,17091A,Lavender Incense In Tin,1,2009-12-06 14:10:00,1.25,17916.0,UNITED KINGDOM,0
C490507,,Green Christmas Tree Card Holder,-2,2009-12-06 14:12:00,4.25,14606.0,UNITED KINGDOM,0
C490509,,Cake Stand Victorian Filigree Large,-1,2009-12-06 14:34:00,8.5,15822.0,UNITED KINGDOM,0
C490510,,Congratulations Bunting,-3,2009-12-06 14:37:00,5.45,13211.0,UNITED KINGDOM,0
,90214T,"Letter ""T"" Bling Key Ring",1,2009-12-06 14:54:00,1.25,14606.0,UNITED KINGDOM,0
,90214R,"Letter ""R"" Bling Key Ring",1,2009-12-06 14:54:00,1.25,14606.0,UNITED KINGDOM,0
,90214L,"Letter ""L"" Bling Key Ring",2,2009-12-06 14:54:00,1.25,14606.0,UNITED KINGDOM,0
,90214N,"Letter ""N"" Bling Key Ring",1,2009-12-06 14:54:00,1.25,14606.0,UNITED KINGDOM,0
,35976B,White Scandinavian Heart Christmas,1,2009-12-06 14:54:00,1.25,14606.0,UNITED KINGDOM,0
C490513,,Red Heart Candy Pop Lights,-1,2009-12-06 14:58:00,4.95,17610.0,UNITED KINGDOM,0
C490513,79340W,White Orchid Flower Lights,-1,2009-12-06 14:58:00,7.95,17610.0,UNITED KINGDOM,0
C490513,85232B,Set/3 Russian Doll Stacking Tins,-1,2009-12-06 14:58:00,4.95,17610.0,UNITED KINGDOM,0
C490513,15044D,Red Paper Parasol,-1,2009-12-06 14:58:00,2.95,17610.0,UNITED KINGDOM,0
C490520,,Congratulations Bunting,-1,2009-12-06 15:21:00,5.45,13211.0,UNITED KINGDOM,0
,72753C,S/3 Flwr Fairy Rose Candles,8,2009-12-06 15:41:00,2.1,17858.0,UNITED KINGDOM,0
,72753D,S/3 Flwr Fairy Summer Candles,8,2009-12-06 15:41:00,2.1,17858.0,UNITED KINGDOM,0
C490532,,Distressed Candle Stick White,-10,2009-12-06 16:02:00,5.95,15691.0,UNITED KINGDOM,0
,85071C,"Charlie+Lola""Extremely Busy"" Sign",1,2009-12-06 16:17:00,2.55,17530.0,UNITED KINGDOM,0
,84741C,Citrus Garland Felt Flowers,2,2009-12-06 16:17:00,1.95,17530.0,UNITED KINGDOM,0
C490544,,Retro Spot Tea Set Ceramic 11 Pc,-6,2009-12-07 09:46:00,4.95,16163.0,UNITED KINGDOM,0
C490565,,Heart Decoration Painted Zinc,-48,2009-12-07 10:44:00,0.65,14113.0,UNITED KINGDOM,0
,84870B,Blue Geisha Girl,1,2009-12-07 11:35:00,3.75,14955.0,UNITED KINGDOM,0
,47590B,Pink Happy Birthday Bunting,1,2009-12-07 11:35:00,5.45,14955.0,UNITED KINGDOM,0
,85025B,Eau De Nile Heart Shape Photo Frame,1,2009-12-07 11:39:00,1.65,14037.0,UNITED KINGDOM,0
,15044A,Pink Paper Parasol,6,2009-12-07 11:46:00,2.95,17508.0,GREECE,0
,85194L,Hanging Spring Flower Egg Large,12,2009-12-07 11:46:00,0.85,17508.0,GREECE,0
,84459B,Yellow Metal Chicken Heart,12,2009-12-07 11:46:00,1.49,17508.0,GREECE,0
,35598A,Dusty Pink Christmas Tree 60Cm,1,2009-12-07 12:26:00,2.95,14471.0,UNITED KINGDOM,0
,90002A,Flower Burst Silver Ring Opal,1,2009-12-07 12:32:00,3.75,13234.0,UNITED KINGDOM,0
,90214K,"Letter ""K"" Bling Key Ring",1,2009-12-07 12:32:00,1.25,13234.0,UNITED KINGDOM,0
C490666,,Love Large Wood Letters,-1,2009-12-07 12:32:00,12.75,16404.0,UNITED KINGDOM,0
,84661A,White Square Table Clock,1,2009-12-07 12:42:00,2.55,14574.0,UNITED KINGDOM,0
,84925D,La Palmiera Wall Thermometer,1,2009-12-07 12:42:00,2.55,14574.0,UNITED KINGDOM,0
,16020C,Clear Stationery Box Set,12,2009-12-07 13:24:00,0.85,18162.0,UNITED KINGDOM,0
,47347B,Blue Flower T-Light Holder,1,2009-12-07 13:35:00,1.25,17988.0,UNITED KINGDOM,0
,72750D,F.Fairy S/3 Candle/Glass,32,2009-12-07 13:48:00,1.95,13206.0,UNITED KINGDOM,0
,35838A,S/6 Multicolour Ornamenetal Candle,48,2009-12-07 13:48:00,1.25,13206.0,UNITED KINGDOM,0
,16161E,Wrap Boudoir,25,2009-12-07 13:48:00,0.1,13206.0,UNITED KINGDOM,0
,17084P,Dragons Blood Incense,25,2009-12-07 13:48:00,0.21,13206.0,UNITED KINGDOM,0
,47593A,Carousel Design Baby Bib,1,2009-12-07 13:59:00,1.25,14670.0,UNITED KINGDOM,0
,81985A,"Icon Alarm Clock,Fuschia  Pin Up",1,2009-12-07 13:59:00,2.55,14670.0,UNITED KINGDOM,0
C490700,90214G,"Letter ""G"" Bling Key Ring",-6,2009-12-07 14:37:00,1.25,14695.0,UNITED KINGDOM,0
C490700,90214P,"Letter ""P"" Bling Key Ring",-6,2009-12-07 14:37:00,1.25,14695.0,UNITED KINGDOM,0
C490700,90214E,"Letter ""E"" Bling Key Ring",-6,2009-12-07 14:37:00,1.25,14695.0,UNITED KINGDOM,0
C490700,90214J,"Letter ""J"" Bling Key Ring",-6,2009-12-07 14:37:00,1.25,14695.0,UNITED KINGDOM,0
C490700,90214S,"Letter ""S"" Bling Key Ring",-6,2009-12-07 14:37:00,1.25,14695.0,UNITED KINGDOM,0
C490700,90214C,"Letter ""C"" Bling Key Ring",-6,2009-12-07 14:37:00,1.25,14695.0,UNITED KINGDOM,0
C490700,90214A,"Letter ""A"" Bling Key Ring",-6,2009-12-07 14:37:00,1.25,14695.0,UNITED KINGDOM,0
C490700,90214L,"Letter ""L"" Bling Key Ring",-6,2009-12-07 14:37:00,1.25,14695.0,UNITED KINGDOM,0
C490700,90214I,"Letter ""I"" Bling Key Ring",-6,2009-12-07 14:37:00,1.25,14695.0,UNITED KINGDOM,0
C490701,,Baking Set 9 Piece Retrospot,-1,2009-12-07 14:38:00,4.95,12677.0,FRANCE,0
C490702,,Party Bunting,-1,2009-12-07 14:43:00,4.65,12424.0,AUSTRALIA,0
C490702,47590B,Pink Happy Birthday Bunting,-3,2009-12-07 14:43:00,5.45,12424.0,AUSTRALIA,0
,84663A,Grass Hopper Wooden Wall Clock,2,2009-12-07 14:58:00,5.95,17865.0,UNITED KINGDOM,0
,84029D,Leopard Print Hot Water Bottle,1,2009-12-07 15:26:00,3.75,17841.0,UNITED KINGDOM,0
,72800C,S/4 Pink Dinner Candle Silver Flock,1,2009-12-07 15:26:00,2.55,17841.0,UNITED KINGDOM,0
,90214P,"Letter ""P"" Bling Key Ring",1,2009-12-07 15:26:00,1.25,17841.0,UNITED KINGDOM,0
,84707A,Silver Jewelled Mirror Trinket Tray,2,2009-12-07 15:42:00,9.95,12443.0,NORWAY,0
C490721,,Strawberry Ceramic Trinket Box,-1,2009-12-07 15:45:00,1.25,14156.0,EIRE,0
C490721,84782C,Green 3 Tier Glass Plate Stand,-1,2009-12-07 15:45:00,12.75,14156.0,EIRE,0
,85162B,Black Retrodisc Lampshade,96,2009-12-07 16:28:00,1.95,13694.0,UNITED KINGDOM,0
,90081A,Lily Brooch Amethyst Colour,1,2009-12-07 16:38:00,4.95,17231.0,UNITED KINGDOM,0
C490739,,Vintage Blue Vacuum Flask 0.5L,-10,2009-12-07 17:50:00,6.75,16436.0,UNITED KINGDOM,0
C490740,,Wooden Box Advent Calendar,-1,2009-12-07 17:52:00,8.95,14209.0,UNITED KINGDOM,0
,35610A,Pink Christmas Flock Droplet,1,2009-12-07 17:56:00,2.57,,UNITED KINGDOM,1
,35916A,Yellow Felt Hanging Heart W Flower,1,2009-12-07 17:56:00,1.7,,UNITED KINGDOM,1
,46138B,Blue Chenille Shaggy Cushion Cover,4,2009-12-07 17:56:00,6.91,,UNITED KINGDOM,1
,47585A,Pink Fairy Cake Cushion Cover,1,2009-12-07 17:56:00,10.39,,UNITED KINGDOM,1
,72771C,Black Flock Gold Candle,3,2009-12-07 17:56:00,4.3,,UNITED KINGDOM,1
,79066K,Retro Mod Tray,1,2009-12-07 17:56:00,1.7,,UNITED KINGDOM,1
,84563A,Pink & White Breakfast Tray,1,2009-12-07 17:56:00,12.13,,UNITED KINGDOM,1
,84796A,Pink Hawaiian Picnic Hamper For 2,1,2009-12-07 17:56:00,26.04,,UNITED KINGDOM,1
,85159A,"Black Tea,Coffee,Sugar Jars",1,2009-12-07 17:56:00,13.0,,UNITED KINGDOM,1
,90037D,Tiny Crystals Bracelet Black,2,2009-12-07 17:56:00,2.59,,UNITED KINGDOM,1
,90120A,Pink Murano Twist Bracelet,1,2009-12-07 17:56:00,4.33,,UNITED KINGDOM,1
,90198B,Vintage Rose Bead Bracelet Black,1,2009-12-07 17:56:00,4.33,,UNITED KINGDOM,1
C490742,,Retro Spot Traditional Teapot,-1,2009-12-07 17:58:00,7.95,13807.0,UNITED KINGDOM,0
C490743,,Ceramic Cake Stand + Hanging Cakes,-1,2009-12-07 17:59:00,9.95,14763.0,UNITED KINGDOM,0
C490744,,Vintage Union Jack Cushion Cover,-1,2009-12-07 18:00:00,4.95,16556.0,UNITED KINGDOM,0
C490744,85014B,Red/White Dots Ruffled Umbrella,-1,2009-12-07 18:00:00,5.95,16556.0,UNITED KINGDOM,0
,62096B,Purple/Turq Flowers Handbag,1,2009-12-07 18:02:00,8.65,,UNITED KINGDOM,1
,72140E,Best Dad Candle Letters,1,2009-12-07 18:02:00,1.7,,UNITED KINGDOM,1
,82011C,Bathroom Scales Footprints In Sand,1,2009-12-07 18:02:00,7.78,,UNITED KINGDOM,1
,35815B,"Acrylic Jewel Snowflake,Blue",2,2009-12-07 18:02:00,4.3,,UNITED KINGDOM,1
,84531A,Pink Knitted Egg Cosy,1,2009-12-07 18:02:00,4.3,,UNITED KINGDOM,1
,84531B,Blue Knitted Egg Cosy,1,2009-12-07 18:02:00,4.3,,UNITED KINGDOM,1
,84762C,Green Picnic Barbecue Bucket,2,2009-12-07 18:02:00,8.65,,UNITED KINGDOM,1
,85121C,Retro Laundry Tub Pistachio,1,2009-12-07 18:02:00,17.35,,UNITED KINGDOM,1
,90000B,Midnight Blue Copper Flower Necklac,1,2009-12-07 18:02:00,6.5,,UNITED KINGDOM,1
,90014A,Silver/Mop Orbit Necklace,1,2009-12-07 18:02:00,10.85,,UNITED KINGDOM,1
,90038A,Glass And Painted Beads Bracelet To,1,2009-12-07 18:02:00,3.9,,UNITED KINGDOM,1
,90120D,White Murano Twist Bracelet,1,2009-12-07 18:02:00,4.33,,UNITED KINGDOM,1
,90165A,Pink Rosebud Pearl Earrings,1,2009-12-07 18:02:00,2.59,,UNITED KINGDOM,1
,90187A,Blue Drop Earrings W Bead Cluster,1,2009-12-07 18:02:00,3.46,,UNITED KINGDOM,1
C490746,,Cream Sweetheart Trays,-1,2009-12-07 18:09:00,12.75,14013.0,UNITED KINGDOM,0
C490748,M,Manual,-1,2009-12-07 18:14:00,309.73,12748.0,UNITED KINGDOM,0
C490756,,Set 6 Football Celebration Candles,-1,2009-12-08 09:27:00,1.25,12424.0,AUSTRALIA,0
,85124B,Blue Juicy Fruit Photo Frame,6,2009-12-08 09:35:00,2.55,14215.0,UNITED KINGDOM,0
,85124C,Green Juicy Fruit Photo Frame,6,2009-12-08 09:35:00,2.55,14215.0,UNITED KINGDOM,0
C490768,,Wood Black Board Ant White Finish,-1,2009-12-08 11:10:00,6.45,14277.0,FRANCE,0
C490773,,Large Cake Stand  Hanging Strawbery,-1,2009-12-08 11:19:00,9.95,16593.0,UNITED KINGDOM,0
,47559B,Tea Time Oven Glove,10,2009-12-08 11:22:00,1.25,15079.0,UNITED KINGDOM,0
C490798,POST,Postage,-2,2009-12-08 11:51:00,18.0,14277.0,FRANCE,0
C490798,,Set/6 Strawberry Paper Plates,-12,2009-12-08 11:51:00,0.85,14277.0,FRANCE,0
C490798,84997A,Green 3 Piece Mini Dots Cutlery Set,-6,2009-12-08 11:51:00,3.75,14277.0,FRANCE,0
C490798,84997D,Pink 3 Piece Mini Dots Cutlery Set,-6,2009-12-08 11:51:00,3.75,14277.0,FRANCE,0
,84415A,Pink Flock Suede Cushion Cover,6,2009-12-08 11:52:00,3.75,,UNITED KINGDOM,1
,79030D,"Tumbler, Baroque",6,2009-12-08 12:05:00,1.65,16560.0,UNITED KINGDOM,0
C490807,,Blue Spotty Purse,-12,2009-12-08 12:25:00,2.95,13091.0,UNITED KINGDOM,0
C490807,51014L,"Feather Pen,Light Pink",-60,2009-12-08 12:25:00,0.85,13091.0,UNITED KINGDOM,0
C490807,84510A,Set Of 4 English Rose Coasters,-10,2009-12-08 12:25:00,1.25,13091.0,UNITED KINGDOM,0
C490807,84596E,Small Licorice Des Pink Bowl,-16,2009-12-08 12:25:00,1.25,13091.0,UNITED KINGDOM,0
C490807,84596B,Small Dolly Mix Design Orange Bowl,-16,2009-12-08 12:25:00,1.25,13091.0,UNITED KINGDOM,0
C490807,51014A,"Feather Pen,Hot Pink",-60,2009-12-08 12:25:00,0.85,13091.0,UNITED KINGDOM,0
C490807,51014C,"Feather Pen,Coal Black",-60,2009-12-08 12:25:00,0.85,13091.0,UNITED KINGDOM,0
C490807,35004B,Set Of 3 Black Flying Ducks,-12,2009-12-08 12:25:00,4.65,13091.0,UNITED KINGDOM,0
C490807,84030C,Knitted Rainbow Hot Water Bottle,-4,2009-12-08 12:25:00,3.75,13091.0,UNITED KINGDOM,0
C490807,84029E,Red Woolly Hottie White Heart.,-4,2009-12-08 12:25:00,3.75,13091.0,UNITED KINGDOM,0
C490807,84029G,Knitted Union Flag Hot Water Bottle,-4,2009-12-08 12:25:00,3.75,13091.0,UNITED KINGDOM,0
C490866,,Cream Sweetheart Trays,-1,2009-12-08 12:51:00,12.75,17213.0,UNITED KINGDOM,0
C490866,51012C,"Feather Duster, Coal Black",-1,2009-12-08 12:51:00,1.25,17213.0,UNITED KINGDOM,0
C490866,79323S,Silver Cherry Lights,-1,2009-12-08 12:51:00,6.75,17213.0,UNITED KINGDOM,0
,85230B,Cinnamon Scented Votive Candle,24,2009-12-08 13:08:00,0.29,16940.0,UNITED KINGDOM,0
,85230E,Strawbry Scented Votive Candle,24,2009-12-08 13:08:00,0.29,16940.0,UNITED KINGDOM,0
C490923,,Baking Set 9 Piece Retrospot,-3,2009-12-08 13:25:00,4.95,16163.0,UNITED KINGDOM,0
,90125B,Aqua Bertie Glass Bead Bag Charm,1,2009-12-08 13:27:00,2.1,17978.0,UNITED KINGDOM,0
C490929,,Retro Spot Tea Set Ceramic 11 Pc,-4,2009-12-08 13:42:00,4.95,13915.0,UNITED KINGDOM,0
C490931,,15Cm Christmas Glass Ball 20 Lights,-1,2009-12-08 13:44:00,7.95,14925.0,UNITED KINGDOM,0
,84968D,S/16 Vintage Red Cutlery,72,2009-12-08 13:46:00,10.95,14063.0,UNITED KINGDOM,0
C490934,,Set/5 Red Spotty Lid Glass Bowls,-1,2009-12-08 13:49:00,2.55,14156.0,EIRE,0
C490935,,Door Mat Green Paisley,-2,2009-12-08 13:54:00,6.75,15326.0,UNITED KINGDOM,0
C490935,85162A,Silver Retrodisc Lampshade,-1,2009-12-08 13:54:00,9.95,15326.0,UNITED KINGDOM,0
,47503E,Ass Floral Print Scissors,2,2009-12-08 13:59:00,1.25,14605.0,UNITED KINGDOM,0
,47503H,Ass Floral Print Spirit Level,1,2009-12-08 13:59:00,1.95,14605.0,UNITED KINGDOM,0
C490939,,Lunchbox With Cutlery Retrospot,-6,2009-12-08 14:00:00,2.55,16736.0,UNITED KINGDOM,0
C490942,,Lets Go Shopping Cotton Tote Bag,-6,2009-12-08 14:04:00,2.25,14337.0,UNITED KINGDOM,0
C490942,84032A,Charlie+Lola Pink Hot Water Bottle,-8,2009-12-08 14:04:00,2.95,14337.0,UNITED KINGDOM,0
C490942,84032B,Charlie + Lola Red Hot Water Bottle,-6,2009-12-08 14:04:00,2.95,14337.0,UNITED KINGDOM,0
C490942,84029G,Knitted Union Flag Hot Water Bottle,-4,2009-12-08 14:04:00,3.75,14337.0,UNITED KINGDOM,0
C490942,84030E,English Rose Hot Water Bottle,-5,2009-12-08 14:04:00,4.25,14337.0,UNITED KINGDOM,0
C490942,84031A,Charlie+Lola Red Hot Water Bottle,-5,2009-12-08 14:04:00,4.65,14337.0,UNITED KINGDOM,0
C490942,84031B,Charlie Lola Blue Hot Water Bottle,-5,2009-12-08 14:04:00,4.65,14337.0,UNITED KINGDOM,0
C490942,84029E,Red Woolly Hottie White Heart.,-6,2009-12-08 14:04:00,3.75,14337.0,UNITED KINGDOM,0
C490943,BANK CHARGES,Bank Charges,-1,2009-12-08 14:08:00,15.0,16703.0,UNITED KINGDOM,0
C490946,,Christmas Toilet Roll,-36,2009-12-08 14:28:00,1.25,13091.0,UNITED KINGDOM,0
C490946,51014L,"Feather Pen,Light Pink",-60,2009-12-08 14:28:00,0.85,13091.0,UNITED KINGDOM,0
C490946,84510A,Set Of 4 English Rose Coasters,-10,2009-12-08 14:28:00,1.25,13091.0,UNITED KINGDOM,0
C490946,84596E,Small Licorice Des Pink Bowl,-16,2009-12-08 14:28:00,1.25,13091.0,UNITED KINGDOM,0
C490946,84596B,Small Dolly Mix Design Orange Bowl,-16,2009-12-08 14:28:00,1.25,13091.0,UNITED KINGDOM,0
C490946,51014A,"Feather Pen,Hot Pink",-60,2009-12-08 14:28:00,0.85,13091.0,UNITED KINGDOM,0
C490946,51014C,"Feather Pen,Coal Black",-60,2009-12-08 14:28:00,0.85,13091.0,UNITED KINGDOM,0
C490946,35004B,Set Of 3 Black Flying Ducks,-12,2009-12-08 14:28:00,4.65,13091.0,UNITED KINGDOM,0
C490946,84030C,Knitted Rainbow Hot Water Bottle,-4,2009-12-08 14:28:00,3.75,13091.0,UNITED KINGDOM,0
C490946,84029E,Red Woolly Hottie White Heart.,-4,2009-12-08 14:28:00,3.75,13091.0,UNITED KINGDOM,0
C490946,84029G,Knitted Union Flag Hot Water Bottle,-4,2009-12-08 14:28:00,3.75,13091.0,UNITED KINGDOM,0
C490947,,Charlie And Lola Charlotte Bag,-1,2009-12-08 14:29:00,1.65,16523.0,UNITED KINGDOM,0
,BANK CHARGES,Bank Charges,1,2009-12-08 14:29:00,15.0,16805.0,UNITED KINGDOM,0
C490949,47503F,Ass Floral Print Torch,-1,2009-12-08 14:30:00,1.65,16353.0,UNITED KINGDOM,0
,90011E,Amber Crystal Drop Earrings,1,2009-12-08 14:36:00,2.95,,UNITED KINGDOM,1
,90190C,Silver/Amethyst Drop Earrings Leaf,1,2009-12-08 14:36:00,2.95,,UNITED KINGDOM,1
,84849A,Hello Sailor Blue Soap Holder,12,2009-12-08 14:56:00,1.69,13204.0,UNITED KINGDOM,0
,84707B,Pink Jewelled Mirror Trinket Tray,1,2009-12-08 15:00:00,9.95,15924.0,UNITED KINGDOM,0
,85169C,Eau De Nil Love Bird Candle,12,2009-12-08 15:12:00,1.25,15823.0,UNITED KINGDOM,0
,85169A,Ivory Love Bird Candle,12,2009-12-08 15:12:00,1.25,15823.0,UNITED KINGDOM,0
,17012B,Origami Jasmine Incense/Candle Set,1,2009-12-08 15:49:00,5.17,,UNITED KINGDOM,1
,47581B,Fairy Cake Wicker Picnic Basket,1,2009-12-08 15:49:00,26.04,,UNITED KINGDOM,1
,90036E,"Flower Glass Garld Neckl36""Amethyst",1,2009-12-08 15:49:00,8.24,,UNITED KINGDOM,1
,90124B,Blue Murano Twist Necklace,1,2009-12-08 15:49:00,10.39,,UNITED KINGDOM,1
,90152A,Silver/Nat Shell Necklace W Pendant,1,2009-12-08 15:49:00,5.63,,UNITED KINGDOM,1
,90185A,Amber Diamante Expandable Ring,1,2009-12-08 15:49:00,4.33,,UNITED KINGDOM,1
C490973,,Kings Choice Mug,-1,2009-12-08 16:40:00,1.25,17069.0,UNITED KINGDOM,0
C490973,85232B,Set/3 Russian Doll Stacking Tins,-1,2009-12-08 16:40:00,4.95,17069.0,UNITED KINGDOM,0
C490974,,Space Cadet White,-3,2009-12-08 16:41:00,1.25,16451.0,UNITED KINGDOM,0
C490977,,Set 4 Nursery Des Round Boxes,-6,2009-12-08 16:43:00,2.95,15317.0,UNITED KINGDOM,0
C490979,,White Beaded Garland String 20Light,-3,2009-12-08 16:51:00,6.35,13468.0,UNITED KINGDOM,0
C490980,,Hairclips Forties Fabric Assorted,-1,2009-12-08 16:55:00,0.65,15194.0,UNITED KINGDOM,0
C490983,,Retro Spot Storage Jar,-1,2009-12-08 16:57:00,3.75,16955.0,UNITED KINGDOM,0
C490985,,Polkadot Cutlery 24 Pcs In Tray,-4,2009-12-08 17:04:00,9.95,15903.0,UNITED KINGDOM,0
C490986,,Cream Sweetheart Mini Chest,-1,2009-12-08 17:05:00,12.75,16822.0,UNITED KINGDOM,0
C490987,,Silver T-Light Setting,-5,2009-12-08 17:07:00,6.75,14864.0,UNITED KINGDOM,0
C490987,72739C,Dark Chocolate Scentcandle,-12,2009-12-08 17:07:00,1.25,14864.0,UNITED KINGDOM,0
C490988,,Retro Spot Large Milk Jug,-1,2009-12-08 17:08:00,4.95,12746.0,UNITED KINGDOM,0
C490991,,Ceramic Birdhouse Finch Blue  Large,-1,2009-12-08 17:10:00,5.95,13414.0,UNITED KINGDOM,0
C490993,,Fairy Cake Birthday Candle Set,-3,2009-12-08 17:13:00,3.75,13902.0,DENMARK,0
C490994,,White Beaded Garland String 20Light,-1,2009-12-08 17:15:00,6.35,18070.0,UNITED KINGDOM,0
C490995,,Set/3 Tall Glass Candle Holder Pink,-6,2009-12-08 17:16:00,12.75,18252.0,UNITED KINGDOM,0
C490996,,Ladle Love Heart Pink,-12,2009-12-08 17:23:00,0.42,15935.0,UNITED KINGDOM,0
C490996,35599D,Pink And White Christmas Tree 120Cm,-6,2009-12-08 17:23:00,2.95,15935.0,UNITED KINGDOM,0
C490996,35976B,White Scandinavian Heart Christmas,-12,2009-12-08 17:23:00,1.25,15935.0,UNITED KINGDOM,0
C490997,,Zinc Heart Hanger With Hooks,-1,2009-12-08 17:24:00,4.25,14911.0,EIRE,0
C491000,,Jumbo Bag Pink Vintage Paisley,-1,2009-12-08 17:27:00,1.65,13136.0,UNITED KINGDOM,0
C491001,,Piccadilly Tea Set,-1,2009-12-08 17:30:00,14.95,17531.0,UNITED KINGDOM,0
C491002,79323S,Silver Cherry Lights,-4,2009-12-08 17:32:00,6.75,16853.0,UNITED KINGDOM,0
C491002,79342B,Brown Flower Lights,-6,2009-12-08 17:32:00,6.75,16853.0,UNITED KINGDOM,0
C491003,,Gin And Tonic Mug,-2,2009-12-08 17:34:00,1.25,17340.0,UNITED KINGDOM,0
C491004,,Toast Its - Happy Birthday,-1,2009-12-08 17:38:00,1.25,14286.0,UNITED KINGDOM,0
C491005,79340W,White Orchid Flower Lights,-1,2009-12-08 17:40:00,7.95,13112.0,UNITED KINGDOM,0
C491012,,Sweetheart Ceramic Trinket Box,-2,2009-12-08 18:25:00,1.25,13733.0,UNITED KINGDOM,0
C491013,,Victorian Sewing Box Small,-1,2009-12-08 18:28:00,5.95,14911.0,EIRE,0
C491015,,Moroccan Beaten Metal Mirror,-1,2009-12-08 18:30:00,12.75,17612.0,UNITED KINGDOM,0
C491016,,Feltcraft 6 Flower Friends,-6,2009-12-08 18:35:00,2.1,14907.0,UNITED KINGDOM,0
C491017,,Red Reindeer String Of 20 Lights,-1,2009-12-08 18:38:00,4.95,13643.0,UNITED KINGDOM,0
C491018,,Chilli Lights,-1,2009-12-08 18:43:00,4.95,13107.0,UNITED KINGDOM,0
C491019,,Pack Of 72 Retro Spot Cake Cases,-24,2009-12-08 18:47:00,0.55,15137.0,UNITED KINGDOM,0
C491020,,Wooden Box Advent Calendar,-4,2009-12-08 18:49:00,7.95,12747.0,UNITED KINGDOM,0
C491021,,Cake Stand Victorian Filigree Med,-1,2009-12-08 18:51:00,6.75,14911.0,EIRE,0
C491022,,Red Spotty Washbag,-6,2009-12-08 18:52:00,2.1,14817.0,UNITED KINGDOM,0
C491023,,S/4 Cacti Candles,-64,2009-12-08 18:57:00,4.25,15971.0,UNITED KINGDOM,0
C491027,,Union Jack Hot Water Bottle,-48,2009-12-08 19:04:00,4.95,15181.0,UNITED KINGDOM,0
C491028,46775A,Bubble Gum Chunky Knitted Throw,-1,2009-12-08 19:06:00,16.95,13872.0,UNITED KINGDOM,0
C491029,17165D,Ass Col Large Sand Frog P'Weight,-2,2009-12-08 19:07:00,1.05,15615.0,UNITED KINGDOM,0
C491029,17165B,Ass Col Large Sand Gecko P'Weight,-3,2009-12-08 19:07:00,1.05,15615.0,UNITED KINGDOM,0
C491029,,Retro Spot Cake Stand,-1,2009-12-08 19:07:00,10.95,15615.0,UNITED KINGDOM,0
C491030,,Heart Decoration Painted Zinc,-48,2009-12-08 19:07:00,0.65,14113.0,UNITED KINGDOM,0
C491031,,Ceramic Cake Stand + Hanging Cakes,-1,2009-12-08 19:09:00,9.95,14267.0,UNITED KINGDOM,0
C491032,,Retro Spot Small Milk Jug,-1,2009-12-08 19:10:00,2.55,16131.0,UNITED KINGDOM,0
C491036,,Woodland  Stickers,-30,2009-12-09 09:16:00,0.85,12487.0,SWEDEN,0
C491037,,Noel Wooden Block Letters,-5,2009-12-09 09:28:00,5.95,12896.0,UNITED KINGDOM,0
